ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
663.0,1386.5,25.0,21.569,64.706,86.0,0.78125,-3.9062,58.0,20.392,55.294,23.137,39.216,22.353,0.0,100.0,5.098,48.0,17.0,483.9,339.6,13.75,81.569,0.0,6758.0,0.0,255.0
663.0,1641.2,25.0,21.569,23.529,86.0,1.5625,-2.3438,23.0,20.392,55.294,23.137,39.216,22.353,0.0,100.0,5.098,48.0,17.0,483.9,339.6,13.75,81.569,0.0,6758.0,0.0,255.0
669.0,1641.2,38.0,18.824,23.529,86.0,1.5625,-2.3438,23.0,20.392,55.294,23.137,39.216,22.353,0.0,100.0,5.098,46.0,8.0,483.9,339.6,13.75,81.569,0.0,6758.0,0.0,255.0
669.0,1641.2,38.0,18.824,23.529,86.0,1.5625,-2.3438,23.0,21.176,55.294,23.137,39.216,22.353,0.0,100.0,0.0,46.0,8.0,489.0,343.3,13.73,30.98,0.0,6758.0,0.0,255.0
669.0,1641.2,38.0,18.824,23.529,86.0,1.5625,-2.3438,23.0,21.176,50.98,16.078,31.765,18.824,0.0,100.0,0.0,46.0,8.0,489.0,343.3,13.73,30.98,0.0,6758.0,0.0,255.0
669.0,1044.5,36.0,18.824,32.549,86.0,1.5625,-0.78125,33.0,21.176,50.98,16.078,31.765,18.824,0.0,100.0,0.0,47.0,0.0,489.0,343.3,13.73,30.98,0.0,6758.0,0.0,255.0
671.0,1044.5,36.0,18.824,32.549,86.0,1.5625,-0.78125,33.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,47.0,0.0,489.0,343.3,13.73,32.157,0.0,6758.0,0.0,255.0
671.0,1044.5,36.0,18.824,32.549,86.0,1.5625,-0.78125,33.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,47.0,0.0,492.4,346.2,13.71,32.157,0.0,6758.0,0.0,255.0
671.0,1044.5,36.0,18.824,32.549,86.0,1.5625,-0.78125,33.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,47.0,0.0,492.4,346.2,13.71,32.157,0.0,6758.0,0.0,255.0
672.0,1014.0,32.0,18.824,35.294,86.0,1.5625,-0.78125,36.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,0.0,492.4,346.2,13.71,32.157,0.0,6758.0,0.0,255.0
672.0,1014.0,32.0,18.824,35.294,86.0,1.5625,-0.78125,36.0,24.314,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,0.0,494.4,346.2,13.71,20.0,0.0,6758.0,0.0,255.0
672.0,1014.0,32.0,18.824,35.294,86.0,1.5625,-0.78125,36.0,24.314,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,0.0,494.4,348.3,13.75,20.0,0.0,6758.0,0.0,255.0
672.0,1014.0,32.0,18.824,35.294,86.0,1.5625,-0.78125,36.0,24.314,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,0.0,494.4,348.3,13.75,20.0,0.0,6758.0,0.0,255.0
672.0,732.0,24.0,16.078,27.059,86.0,1.5625,2.3438,27.0,24.314,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,494.4,348.3,13.75,20.0,0.0,6758.0,0.0,255.0
674.0,732.0,24.0,16.078,27.059,86.0,1.5625,2.3438,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,494.4,348.3,13.75,17.647,0.0,6758.0,0.0,255.0
674.0,732.0,24.0,16.078,27.059,86.0,1.5625,2.3438,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,495.0,349.2,13.75,17.647,0.0,6758.0,0.0,255.0
674.0,732.0,24.0,16.078,27.059,86.0,1.5625,-2.3438,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,495.0,349.2,13.75,17.647,0.0,6758.0,0.0,255.0
676.0,743.75,18.0,16.078,27.059,86.0,1.5625,-2.3438,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,495.0,349.2,13.75,17.647,0.0,6758.0,0.0,255.0
676.0,743.75,18.0,16.078,27.059,86.0,1.5625,-2.3438,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,495.5,350.5,13.769,18.431,0.0,6758.0,0.0,255.0
676.0,743.75,18.0,16.078,27.059,86.0,1.5625,-2.3438,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,495.5,350.5,13.769,18.431,0.0,6758.0,0.0,255.0
676.0,750.0,11.0,16.078,27.059,86.0,1.5625,0.0,26.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,495.5,350.5,13.769,18.431,0.0,6758.0,0.0,255.0
678.0,750.0,11.0,16.078,27.059,86.0,1.5625,0.0,26.0,26.275,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,495.5,350.5,13.769,19.216,0.0,6758.0,0.0,255.0
678.0,750.0,11.0,16.078,27.059,86.0,1.5625,0.0,26.0,26.275,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,495.3,351.3,13.73,19.216,0.0,6758.0,0.0,255.0
678.0,750.0,11.0,16.078,27.059,86.0,1.5625,0.0,26.0,26.275,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,-2.0,495.3,351.3,13.73,19.216,0.0,6758.0,0.0,255.0
678.0,748.25,4.0,16.078,27.059,87.0,1.5625,-3.9062,27.0,26.275,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,0.0,495.3,351.3,13.73,19.216,0.0,6758.0,0.0,255.0
680.0,748.25,4.0,16.078,27.059,87.0,1.5625,-3.9062,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,0.0,495.3,351.3,13.73,19.608,0.0,6758.0,0.0,255.0
680.0,748.25,4.0,16.078,27.059,87.0,1.5625,-3.9062,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,0.0,494.7,351.8,13.75,19.608,0.0,6758.0,0.0,255.0
680.0,748.25,4.0,16.078,26.667,87.0,1.5625,-1.5625,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,48.0,0.0,494.7,351.8,13.75,19.608,0.0,6758.0,0.0,255.0
682.0,754.5,3.0,16.078,26.667,87.0,1.5625,-1.5625,27.0,25.882,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,0.0,494.7,351.8,13.75,19.608,0.0,6758.0,0.0,255.0
682.0,754.5,3.0,16.078,26.667,87.0,1.5625,-1.5625,27.0,23.922,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,0.0,494.3,351.9,13.789,20.784,0.0,6758.0,0.0,255.0
682.0,754.5,3.0,16.078,26.667,87.0,1.5625,-1.5625,27.0,23.922,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,0.0,494.3,351.9,13.789,20.784,0.0,6758.0,0.0,255.0
682.0,754.5,3.0,16.078,36.471,87.0,1.5625,-1.5625,27.0,23.922,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,0.0,494.3,351.9,13.789,20.784,0.0,6758.0,0.0,255.0
684.0,815.5,0.0,18.824,36.471,87.0,1.5625,-1.5625,41.0,23.922,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,-7.0,494.3,351.9,13.789,20.784,0.0,6758.0,0.0,255.0
684.0,815.5,0.0,18.824,36.471,87.0,1.5625,-1.5625,41.0,24.314,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,-7.0,493.5,352.0,13.789,39.216,0.0,6758.0,0.0,255.0
684.0,815.5,0.0,18.824,36.471,87.0,1.5625,-1.5625,41.0,24.314,50.588,16.078,31.765,18.824,0.0,100.0,0.0,49.0,-7.0,493.5,352.0,13.652,39.216,0.0,6758.0,0.0,255.0
684.0,872.5,0.0,18.824,40.0,87.0,1.5625,-1.5625,40.0,24.314,50.588,16.078,31.765,18.824,0.0,100.0,0.0,49.0,-8.0,493.5,352.0,13.652,39.216,0.0,6758.0,0.0,255.0
686.0,872.5,0.0,18.431,40.0,87.0,1.5625,-1.5625,40.0,24.314,50.588,16.078,31.765,18.824,0.0,100.0,0.0,49.0,-8.0,493.5,352.0,13.652,39.216,0.0,6758.0,0.0,255.0
686.0,872.5,0.0,18.431,40.0,87.0,1.5625,-1.5625,40.0,23.922,50.588,16.078,31.765,18.824,0.0,100.0,0.0,49.0,-8.0,492.8,352.0,13.652,39.608,0.0,6758.0,0.0,255.0
686.0,872.5,0.0,18.431,40.0,87.0,1.5625,-1.5625,40.0,23.922,50.588,16.078,31.765,18.431,0.0,100.0,0.0,49.0,-8.0,492.8,352.0,13.652,39.608,0.0,6758.0,0.0,255.0
686.0,664.75,0.0,18.824,48.627,87.0,1.5625,0.0,52.0,23.922,50.588,16.078,31.765,18.431,0.0,100.0,0.0,49.0,7.0,492.8,352.0,13.652,39.608,0.0,6758.0,0.0,255.0
687.0,664.75,0.0,18.824,48.627,87.0,1.5625,0.0,52.0,23.922,50.588,16.078,31.765,18.431,0.0,100.0,0.0,49.0,7.0,492.8,352.0,13.652,45.882,0.0,6758.0,0.0,255.0
687.0,664.75,0.0,18.824,48.627,87.0,1.5625,0.0,52.0,23.922,51.373,16.078,31.765,18.824,0.0,100.0,0.0,49.0,7.0,492.3,351.9,13.554,45.882,0.0,6758.0,0.0,255.0
687.0,664.75,0.0,18.824,63.922,87.0,1.5625,0.0,52.0,23.922,51.373,16.078,31.765,18.824,0.0,100.0,0.0,49.0,7.0,492.3,351.9,13.554,45.882,0.0,6758.0,0.0,255.0
689.0,987.5,6.0,21.176,63.922,87.0,0.0,-3.9062,64.0,23.922,51.373,16.078,31.765,18.824,0.0,100.0,0.0,49.0,12.0,492.3,351.9,13.554,45.882,0.0,6758.0,0.0,255.0
689.0,987.5,6.0,21.176,63.922,87.0,0.0,-3.9062,64.0,22.745,51.373,16.078,31.765,18.824,0.0,100.0,0.0,49.0,12.0,492.2,351.9,13.554,80.392,0.0,6758.0,0.0,255.0
689.0,987.5,6.0,21.176,63.922,87.0,0.0,-3.9062,64.0,22.745,50.588,16.078,31.765,18.824,0.0,100.0,0.0,49.0,12.0,492.2,351.9,13.691,80.392,0.0,6758.0,0.0,255.0
689.0,1289.8,12.0,21.176,27.451,87.0,1.5625,0.0,29.0,22.745,50.588,16.078,31.765,18.824,0.0,100.0,0.0,49.0,11.0,492.2,351.9,13.691,80.392,0.0,6758.0,0.0,255.0
691.0,1289.8,12.0,18.824,27.451,87.0,1.5625,0.0,29.0,22.745,50.588,16.078,31.765,18.824,0.0,100.0,0.0,48.0,11.0,492.2,351.9,13.691,80.392,0.0,6758.0,0.0,255.0
691.0,1289.8,12.0,18.824,27.451,87.0,1.5625,0.0,29.0,20.392,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,11.0,492.2,352.0,13.73,43.137,0.0,6758.0,0.0,255.0
691.0,1289.8,12.0,18.824,27.451,87.0,1.5625,0.0,29.0,20.392,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,11.0,492.2,352.0,13.73,43.137,0.0,6758.0,0.0,255.0
691.0,1138.2,11.0,18.824,32.549,87.0,1.5625,-0.78125,33.0,20.392,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,6.0,492.2,352.0,13.73,43.137,0.0,6758.0,0.0,255.0
693.0,1138.2,11.0,18.824,32.549,87.0,1.5625,-0.78125,33.0,20.392,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,6.0,492.2,352.0,13.73,43.137,0.0,6758.0,0.0,255.0
693.0,1138.2,11.0,18.824,32.549,87.0,1.5625,-0.78125,33.0,24.314,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,6.0,492.1,351.9,13.671,43.529,0.0,6758.0,0.0,255.0
693.0,1138.2,11.0,18.824,32.549,87.0,1.5625,-0.78125,33.0,24.314,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,6.0,492.1,351.9,13.671,43.529,0.0,6758.0,0.0,255.0
693.0,1082.8,4.0,18.824,34.118,87.0,1.5625,-2.3438,34.0,24.314,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,2.0,492.1,351.9,13.671,43.529,0.0,6758.0,0.0,255.0
697.0,1082.8,4.0,18.824,34.118,87.0,1.5625,-2.3438,34.0,25.098,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,2.0,492.1,351.9,13.671,43.529,0.0,6758.0,0.0,255.0
697.0,1082.8,4.0,18.824,34.118,87.0,1.5625,-2.3438,34.0,25.098,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,2.0,491.9,351.8,13.652,43.529,0.0,6758.0,0.0,255.0
697.0,1082.8,4.0,18.824,34.118,87.0,1.5625,-2.3438,34.0,25.098,50.98,16.078,31.765,18.824,0.0,100.0,0.0,48.0,2.0,491.9,351.8,13.652,43.529,0.0,6758.0,0.0,255.0
699.0,1058.5,3.0,16.078,24.314,87.0,1.5625,-0.78125,23.0,25.098,50.98,16.078,31.765,18.824,0.0,100.0,0.0,49.0,4.0,491.9,351.8,13.652,43.529,0.0,6758.0,0.0,255.0
699.0,1058.5,3.0,16.078,24.314,87.0,1.5625,-0.78125,23.0,24.314,50.98,16.078,31.765,18.824,0.0,100.0,0.0,49.0,4.0,491.9,351.8,13.652,22.353,0.0,6758.0,0.0,255.0
699.0,1058.5,3.0,16.078,24.314,87.0,1.5625,-0.78125,23.0,24.314,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,4.0,491.7,351.6,13.769,22.353,0.0,6758.0,0.0,255.0
699.0,1058.5,3.0,16.078,24.706,87.0,1.5625,3.125,24.0,24.314,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,4.0,491.7,351.6,13.769,22.353,0.0,6758.0,0.0,255.0
701.0,850.75,0.0,16.078,24.706,87.0,1.5625,3.125,24.0,24.314,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,7.0,491.7,351.6,13.769,22.353,0.0,6758.0,0.0,255.0
701.0,850.75,0.0,16.078,24.706,87.0,1.5625,3.125,24.0,22.745,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,7.0,491.2,351.2,13.71,22.745,0.0,6758.0,0.0,255.0
701.0,850.75,0.0,16.078,24.706,87.0,1.5625,3.125,24.0,22.745,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,7.0,491.2,351.2,13.71,22.745,0.0,6758.0,0.0,255.0
701.0,814.0,0.0,16.078,24.706,87.0,1.5625,-1.5625,25.0,22.745,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,7.0,491.2,351.2,13.71,22.745,0.0,6758.0,0.0,255.0
702.0,814.0,0.0,16.078,24.706,87.0,1.5625,-1.5625,25.0,22.745,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,7.0,491.2,351.2,13.71,22.353,0.0,6758.0,0.0,255.0
702.0,814.0,0.0,16.078,24.706,87.0,1.5625,-1.5625,25.0,22.745,47.843,16.078,31.765,16.078,0.0,100.0,0.0,49.0,7.0,490.4,350.7,13.71,22.353,0.0,6758.0,0.0,255.0
702.0,814.0,0.0,16.078,24.706,86.0,1.5625,-1.5625,25.0,22.745,47.451,16.078,31.765,16.078,0.0,100.0,0.0,49.0,7.0,490.4,350.7,13.71,22.353,0.0,6758.0,0.0,255.0
702.0,764.75,0.0,15.686,24.314,86.0,1.5625,-1.5625,25.0,22.745,47.451,16.078,31.765,16.078,0.0,100.0,0.0,49.0,6.0,490.4,350.7,13.71,22.353,0.0,6758.0,0.0,255.0
704.0,764.75,0.0,15.686,24.314,86.0,1.5625,-1.5625,25.0,23.922,47.451,16.078,31.765,16.078,0.0,100.0,0.0,49.0,6.0,490.4,350.7,13.71,21.961,0.0,6758.0,0.0,255.0
704.0,764.75,0.0,15.686,24.314,86.0,1.5625,-1.5625,25.0,23.922,47.059,16.078,31.765,16.078,0.0,100.0,0.0,49.0,6.0,489.9,350.5,13.71,21.961,0.0,6758.0,0.0,255.0
704.0,764.75,0.0,15.686,24.314,86.0,1.5625,-1.5625,25.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,49.0,6.0,489.9,350.5,13.71,21.961,0.0,6758.0,0.0,255.0
704.0,721.0,0.0,15.686,24.706,86.0,1.5625,-4.6875,24.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,7.0,489.9,350.5,13.71,21.961,0.0,6758.0,0.0,255.0
706.0,721.0,0.0,15.686,24.706,86.0,1.5625,-4.6875,24.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,7.0,489.9,350.5,13.71,22.353,0.0,6758.0,0.0,255.0
706.0,721.0,0.0,15.686,24.706,85.0,1.5625,-4.6875,24.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,7.0,488.8,349.8,13.71,22.353,0.0,6758.0,0.0,255.0
706.0,721.0,0.0,15.686,25.49,85.0,1.5625,-2.3438,24.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,7.0,488.8,349.8,13.71,22.353,0.0,6758.0,0.0,255.0
708.0,696.75,0.0,15.686,25.49,85.0,1.5625,-2.3438,26.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,4.0,488.8,349.8,13.71,22.353,0.0,6758.0,0.0,255.0
708.0,696.75,0.0,15.686,25.49,85.0,1.5625,-2.3438,26.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,4.0,487.6,349.1,13.71,44.314,0.0,6758.0,0.0,255.0
708.0,696.75,0.0,15.686,25.49,85.0,1.5625,-2.3438,26.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,50.0,4.0,487.6,349.1,13.144,44.314,0.0,6758.0,0.0,255.0
708.0,867.75,0.0,15.686,42.745,85.0,1.5625,-2.3438,42.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,50.0,-9.0,487.6,349.1,13.144,44.314,0.0,6758.0,0.0,255.0
710.0,867.75,0.0,18.824,42.745,85.0,1.5625,-2.3438,42.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,50.0,-9.0,487.6,349.1,13.144,52.549,0.0,6758.0,0.0,255.0
710.0,867.75,0.0,18.824,42.745,85.0,1.5625,-2.3438,42.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,50.0,-9.0,486.8,348.5,13.652,52.549,0.0,6758.0,0.0,255.0
710.0,867.75,0.0,18.824,42.745,85.0,1.5625,-2.3438,42.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,50.0,-9.0,486.8,348.5,13.652,52.549,0.0,6758.0,0.0,255.0
710.0,898.25,0.0,18.431,40.392,85.0,1.5625,1.5625,41.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,50.0,-8.0,486.8,348.5,13.652,52.549,0.0,6758.0,0.0,255.0
712.0,898.25,0.0,18.431,40.392,85.0,1.5625,1.5625,41.0,23.922,50.98,16.078,31.765,18.824,0.0,100.0,0.0,50.0,-8.0,486.8,348.5,13.652,50.196,0.0,6758.0,0.0,255.0
712.0,898.25,0.0,18.431,40.392,85.0,1.5625,1.5625,41.0,23.922,50.588,16.078,31.765,18.431,0.0,100.0,0.0,50.0,-8.0,486.5,348.2,13.652,50.196,0.0,6758.0,0.0,255.0
712.0,898.25,0.0,18.431,40.392,85.0,1.5625,1.5625,41.0,23.922,50.588,16.078,31.765,18.431,0.0,100.0,0.0,50.0,-8.0,486.5,348.2,13.652,50.196,0.0,6758.0,0.0,255.0
712.0,886.5,0.0,18.431,34.51,85.0,1.5625,-0.78125,34.0,23.922,50.588,16.078,31.765,18.431,0.0,100.0,0.0,50.0,3.0,486.5,348.2,13.652,50.196,0.0,6758.0,0.0,255.0
716.0,886.5,0.0,18.039,34.51,85.0,1.5625,-0.78125,34.0,23.922,50.588,16.078,31.765,18.431,0.0,100.0,0.0,50.0,3.0,486.5,348.2,13.652,50.196,0.0,6758.0,0.0,255.0
716.0,886.5,0.0,18.039,34.51,85.0,1.5625,-0.78125,34.0,23.922,49.804,16.078,31.765,18.431,0.0,100.0,0.0,50.0,3.0,485.0,346.7,13.652,43.137,0.0,6758.0,0.0,255.0
716.0,886.5,0.0,18.039,34.51,85.0,1.5625,-0.78125,34.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,3.0,485.0,346.7,13.652,43.137,0.0,6758.0,0.0,255.0
716.0,867.0,0.0,17.647,34.902,85.0,1.5625,0.0,35.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,3.0,485.0,346.7,13.652,43.137,0.0,6758.0,0.0,255.0
718.0,867.0,0.0,17.647,34.902,85.0,1.5625,0.0,35.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,3.0,485.0,346.7,13.652,42.353,0.0,6758.0,0.0,255.0
718.0,867.0,0.0,17.647,34.902,85.0,1.5625,0.0,35.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,3.0,484.7,346.4,13.652,42.353,0.0,6759.0,0.0,255.0
718.0,867.0,0.0,17.647,35.294,85.0,1.5625,0.78125,35.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,3.0,484.7,346.4,13.652,42.353,0.0,6759.0,0.0,255.0
720.0,854.5,0.0,17.647,35.294,85.0,1.5625,0.78125,35.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,1.0,484.7,346.4,13.652,42.353,0.0,6759.0,0.0,255.0
720.0,854.5,0.0,17.647,35.294,85.0,1.5625,0.78125,35.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,1.0,484.0,345.8,13.652,42.353,0.0,6759.0,0.0,255.0
720.0,854.5,0.0,17.647,35.294,85.0,1.5625,0.78125,35.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,1.0,484.0,345.8,13.652,42.353,0.0,6759.0,0.0,255.0
720.0,847.5,0.0,17.647,35.294,85.0,1.5625,1.5625,36.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,0.0,484.0,345.8,13.652,42.353,0.0,6759.0,0.0,255.0
721.0,847.5,0.0,17.647,35.294,85.0,1.5625,1.5625,36.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,0.0,484.0,345.8,13.652,42.353,0.0,6759.0,0.0,255.0
721.0,847.5,0.0,17.647,35.294,86.0,1.5625,1.5625,36.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,0.0,483.2,345.1,13.652,42.353,0.0,6759.0,0.0,255.0
721.0,847.5,0.0,17.647,35.294,86.0,1.5625,1.5625,36.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,0.0,483.2,345.1,13.652,42.353,0.0,6759.0,0.0,255.0
721.0,834.25,0.0,16.078,35.686,86.0,1.5625,1.5625,32.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,-4.0,483.2,345.1,13.652,42.353,0.0,6759.0,0.0,255.0
723.0,834.25,0.0,16.078,35.686,86.0,1.5625,1.5625,32.0,23.922,49.804,16.078,31.765,17.647,0.0,100.0,0.0,50.0,-4.0,483.2,345.1,13.652,25.882,0.0,6759.0,0.0,255.0
723.0,834.25,0.0,16.078,35.686,86.0,1.5625,1.5625,32.0,23.922,47.451,16.078,31.765,17.647,0.0,100.0,0.0,50.0,-4.0,482.4,344.4,13.71,25.882,0.0,6759.0,0.0,255.0
723.0,834.25,0.0,16.078,35.686,86.0,1.5625,1.5625,32.0,23.922,47.451,16.078,31.765,16.078,0.0,100.0,0.0,50.0,-4.0,482.4,344.4,13.71,25.882,0.0,6759.0,0.0,255.0
723.0,777.25,0.0,16.078,25.882,86.0,1.5625,1.5625,26.0,23.922,47.451,16.078,31.765,16.078,0.0,100.0,0.0,50.0,1.0,482.4,344.4,13.71,25.882,0.0,6759.0,0.0,255.0
725.0,777.25,0.0,16.078,25.882,86.0,1.5625,1.5625,26.0,23.922,47.451,16.078,31.765,16.078,0.0,100.0,0.0,50.0,1.0,482.4,344.4,13.71,25.882,0.0,6759.0,0.0,255.0
725.0,777.25,0.0,16.078,25.882,86.0,1.5625,1.5625,26.0,23.922,47.451,16.078,31.765,16.078,0.0,100.0,0.0,50.0,1.0,481.4,343.7,13.71,25.882,0.0,6759.0,0.0,255.0
725.0,777.25,0.0,16.078,25.49,86.0,1.5625,1.5625,26.0,23.922,47.451,16.078,31.765,16.078,0.0,100.0,0.0,50.0,1.0,481.4,343.7,13.71,25.882,0.0,6759.0,0.0,255.0
727.0,749.0,0.0,15.686,25.49,86.0,1.5625,1.5625,25.0,23.922,47.451,16.078,31.765,16.078,0.0,100.0,0.0,50.0,3.0,481.4,343.7,13.71,25.882,0.0,6759.0,0.0,255.0
727.0,749.0,0.0,15.686,25.49,86.0,1.5625,1.5625,25.0,23.922,47.451,16.078,31.765,16.078,0.0,100.0,0.0,50.0,3.0,480.9,343.3,13.71,24.314,0.0,6759.0,0.0,255.0
727.0,749.0,0.0,15.686,25.49,86.0,1.5625,1.5625,25.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,3.0,480.9,343.3,13.71,24.314,0.0,6759.0,0.0,255.0
727.0,716.25,0.0,15.686,25.098,86.0,1.5625,-2.3438,25.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,5.0,480.9,343.3,13.71,24.314,0.0,6759.0,0.0,255.0
729.0,716.25,0.0,15.686,25.098,86.0,1.5625,-2.3438,25.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,5.0,480.9,343.3,13.71,23.529,0.0,6759.0,0.0,255.0
729.0,716.25,0.0,15.686,25.098,86.0,1.5625,-2.3438,25.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,5.0,479.8,342.4,13.71,23.529,0.0,6759.0,0.0,255.0
729.0,716.25,0.0,15.686,25.098,86.0,1.5625,-2.3438,25.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,5.0,479.8,342.4,13.71,23.529,0.0,6759.0,0.0,255.0
729.0,696.0,0.0,15.686,25.49,86.0,1.5625,-5.4688,25.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,6.0,479.8,342.4,13.71,23.529,0.0,6759.0,0.0,255.0
731.0,696.0,0.0,15.686,25.49,86.0,1.5625,-5.4688,25.0,23.922,47.059,16.078,31.765,15.686,0.0,100.0,0.0,50.0,6.0,479.8,342.4,13.71,23.137,0.0,6759.0,0.0,255.0
